caseid,SOCIETY_TRANS_W92,FREECOLL_W92,UNIMMIGCOMM_W92,ECON4_b_W54,F_PARTY_FINAL,FAMSURV2Wc_W50,F_AGECAT,BILLION_W92,ELECT_IMPT3_PRVFR_W92,F_INCOME,INEQ1_W54,GOVPRIORITYb_W54,POLINTOL2_a_W92,GOVPRIORITYd_W54,SATLIFEc_W50,PROG_RNEED_W92,F_RELIG,FAMSURV6_W50,GODMORALIMP_W92,FAMSURV2Mc_W50,WHADVANT_W92,REPRSNTREP_W92,USEXCEPT_W92,ELECT_CONF3_PRVFR_W92,ELECT_CONF3_PRVSUP_W92,F_SEX,GOVPRIORITYf_W54,REPRSNTDEM_W92,ECON1_W54,ECON4_a_W54,F_RACETHNMOD,GOVPRIORITYc_W54,F_EDUCCAT2,RACESURV52MOD_W92,F_IDEO,F_CREGION,CANDEXP_W92,FIN_SIT_W54,FAMSURV1_W50
201801036849.0,B,C,D,B,A,B,B,B,D,G,C,A,D,A,B,B,J,D,A,B,B,B,C,B,C,A,A,C,D,B,B,A,A,D,A,C,D,B,B
201801036860.0,C,C,A,C,D,B,C,B,C,I,B,B,B,C,C,B,J,C,B,B,B,B,A,B,B,A,A,D,C,B,B,B,E,C,C,C,D,A,A
201801036988.0,D,A,B,A,C,B,B,C,D,F,C,A,C,B,A,A,J,D,A,B,C,C,B,B,C,A,A,A,C,A,E,A,B,D,A,C,C,D,C
201801037008.0,D,C,A,D,A,A,C,C,D,F,B,B,D,B,A,B,J,A,A,C,B,A,C,B,D,A,A,C,C,D,B,B,G,D,C,C,D,D,A
201801037041.0,B,B,B,C,C,B,B,C,D,A,C,B,B,B,C,A,J,A,D,B,C,C,A,B,D,B,B,A,B,B,E,A,A,B,C,C,B,D,B
201801037074.0,E,C,A,D,B,A,B,C,D,H,C,B,D,A,B,B,H,C,C,C,B,A,A,D,A,B,A,C,C,A,B,A,A,C,C,C,C,D,B
201801037316.0,A,A,A,D,B,A,B,C,D,D,C,A,B,C,A,A,H,A,B,A,D,C,A,B,C,A,B,A,C,B,E,B,G,C,C,A,B,B,C
201801037388.0,C,A,A,D,B,B,D,C,D,C,C,B,D,A,D,B,A,C,C,B,A,A,A,D,C,B,A,C,A,C,E,B,F,B,C,D,B,C,A
201801037657.0,C,A,A,D,A,A,C,C,B,D,B,B,D,A,C,B,K,D,B,C,B,A,A,C,D,A,A,C,D,B,B,A,A,B,B,A,D,A,B
201801037804.0,C,C,B,A,A,A,B,C,D,I,C,B,A,B,C,B,H,C,A,A,B,A,C,D,D,A,A,D,B,B,B,B,D,B,B,A,C,B,C
201801037812.0,A,C,A,B,A,B,C,C,D,H,B,B,D,A,A,B,H,A,B,B,B,A,C,D,A,B,A,A,C,A,B,A,G,B,C,A,D,B,B
201801037833.0,C,B,A,A,B,B,B,A,C,F,C,C,A,A,A,A,J,C,C,B,D,A,A,D,B,B,B,C,B,B,E,B,F,B,B,A,D,B,B
201801037927.0,B,D,B,A,C,B,D,C,D,F,A,A,A,C,B,B,K,A,B,B,D,C,B,B,D,B,B,A,B,D,E,B,G,A,D,A,B,B,C
201801038465.0,D,D,B,D,B,B,B,C,D,D,C,A,B,C,B,B,J,D,B,B,C,A,A,B,B,A,B,A,B,B,E,C,D,D,D,C,B,D,A
201801038502.0,A,C,A,D,D,B,B,C,D,G,C,D,D,A,B,B,H,B,A,B,B,A,C,D,C,A,C,C,D,A,B,A,G,B,E,C,C,D,B
201801038998.0,B,C,B,C,A,B,C,C,D,G,A,A,C,B,B,B,J,A,A,B,A,C,A,D,D,A,A,C,B,A,B,A,D,B,A,C,C,D,C
201801039030.0,B,D,B,A,C,A,C,C,D,B,A,A,B,A,B,A,J,B,A,A,D,C,A,B,D,A,B,A,B,D,E,B,F,B,A,C,B,C,B
201801039165.0,A,D,B,D,B,C,A,A,B,I,A,B,A,A,C,B,J,B,B,B,D,B,A,B,D,A,B,C,C,D,C,B,D,C,C,C,B,B,C
201801039318.0,B,C,D,C,A,C,B,C,D,D,C,B,D,C,C,B,H,C,B,C,B,A,A,B,D,A,A,D,D,B,B,A,D,D,B,D,D,A,B
201801039676.0,E,A,A,A,A,C,D,C,D,B,C,B,C,A,B,B,J,A,C,B,B,B,A,C,B,B,A,C,B,D,B,B,F,B,B,B,C,C,B
201801039705.0,A,C,D,A,D,A,C,C,C,H,C,A,C,B,B,A,K,C,B,A,D,C,B,C,D,A,A,B,B,A,E,A,D,A,C,B,C,C,B
201801039744.0,E,C,A,B,B,A,B,C,C,E,C,B,D,A,B,B,J,C,A,B,B,B,A,D,C,A,A,C,D,B,B,A,G,B,C,B,D,D,B
201801039760.0,B,A,B,B,A,A,A,B,C,I,C,D,C,D,A,A,H,C,B,A,B,D,A,C,C,A,A,C,A,B,C,D,D,C,D,B,C,C,C
201801040000.0,E,C,A,D,A,B,A,A,C,G,C,C,D,A,B,B,K,A,C,B,B,A,A,D,B,B,A,C,B,A,C,A,B,B,E,B,C,D,B
201801040152.0,A,C,B,D,A,C,B,A,B,G,C,C,D,A,B,B,H,C,D,A,A,B,C,C,B,B,A,C,C,A,C,B,G,B,B,B,C,C,B
201801040550.0,E,C,B,C,A,B,D,C,C,A,C,B,C,A,B,B,H,A,D,B,A,B,C,C,C,A,A,C,C,C,D,A,G,C,E,B,C,D,A
201801040791.0,E,C,C,C,A,C,B,A,B,D,C,C,D,A,A,B,A,C,C,C,B,A,A,C,A,A,A,C,C,A,B,A,F,B,E,B,D,D,B
201801040829.0,A,C,A,A,D,A,B,A,A,F,C,C,D,A,C,B,J,C,D,C,B,A,B,A,D,B,A,C,C,B,B,B,B,C,C,B,C,C,B
201801040959.0,A,C,A,D,A,B,B,C,B,G,C,A,B,A,B,B,J,A,B,B,B,B,B,C,C,A,A,C,C,D,B,A,D,A,C,B,C,B,B
201801041113.0,C,D,A,D,C,B,A,C,D,H,C,B,B,A,B,C,H,A,D,B,C,C,B,B,C,A,A,B,B,D,E,B,B,B,C,B,B,C,A
201801041193.0,E,C,C,C,D,C,A,A,A,E,C,C,D,A,C,B,H,C,C,C,B,A,C,D,A,A,A,B,C,B,E,A,G,B,E,B,A,A,C
201801041229.0,C,C,B,C,A,B,D,A,D,G,C,A,B,A,A,B,J,A,A,B,B,A,A,C,B,A,A,C,B,C,B,A,A,B,C,B,C,C,C
201801041238.0,A,A,A,A,A,B,B,C,D,B,A,B,D,D,D,B,H,C,C,C,A,C,A,A,D,A,B,C,B,D,B,B,A,A,C,B,C,C,B
201801041261.0,B,A,B,D,C,B,B,B,C,G,A,B,B,C,A,C,H,B,D,B,C,C,B,B,D,B,C,B,B,A,E,C,B,C,A,B,B,D,B
201801041371.0,A,A,B,D,B,C,A,C,D,H,C,B,C,A,B,A,K,B,C,C,A,C,A,C,C,B,B,C,B,D,E,A,B,C,A,B,C,C,B
201801041549.0,B,C,B,A,C,B,B,C,D,G,A,A,A,B,B,A,K,B,B,B,D,B,A,C,C,B,A,C,A,A,E,B,A,D,C,B,C,D,B
201801041578.0,E,C,C,C,B,C,A,A,B,B,C,C,D,A,B,B,L,C,C,C,B,A,C,C,B,B,A,B,D,D,E,A,G,B,E,B,B,C,B
201801041591.0,A,C,B,D,A,B,C,C,D,G,C,B,D,B,A,B,L,C,C,B,B,A,A,C,C,B,A,C,B,D,B,B,D,B,C,B,D,D,A
201801041912.0,A,C,A,A,A,C,C,B,D,D,C,C,D,B,A,C,J,B,B,C,B,A,B,C,C,A,A,D,A,A,B,B,G,B,E,B,C,B,A
201801042039.0,E,A,A,B,B,B,B,B,C,B,C,B,A,A,D,A,J,A,D,B,D,A,A,A,C,B,A,A,B,A,E,B,F,C,C,C,A,C,A
201801042146.0,D,D,D,B,C,B,D,C,D,B,A,A,A,D,B,C,J,D,A,B,D,D,B,A,D,B,B,A,A,D,E,C,F,C,D,C,B,C,A
201801042161.0,A,A,D,D,A,A,C,C,D,I,C,A,D,A,A,B,J,B,B,B,B,B,B,C,D,B,A,C,C,B,B,A,G,D,C,C,D,B,B
201801042198.0,E,C,D,B,A,B,C,B,D,I,C,A,D,A,A,B,J,A,A,B,B,D,B,D,D,B,A,D,C,B,B,A,D,A,C,C,D,D,C
201801042319.0,C,C,C,B,A,C,A,A,D,H,C,C,C,A,A,B,K,A,B,C,B,B,A,C,B,A,A,C,C,B,B,A,F,B,B,C,C,D,B
201801042343.0,C,A,A,D,B,C,B,A,B,H,C,C,B,B,A,A,L,C,C,C,D,B,A,C,B,B,B,B,C,D,E,A,G,B,C,C,C,D,B
201801042426.0,A,D,B,D,C,A,B,C,D,B,A,A,B,C,B,C,J,A,B,A,C,B,B,A,D,A,B,A,B,A,E,D,B,B,A,C,A,D,A
201801042702.0,E,A,B,D,A,A,B,C,D,C,C,B,C,A,B,B,J,B,B,A,B,A,A,C,C,B,A,C,B,A,B,A,F,C,B,C,B,C,B
201801042741.0,D,D,B,D,C,B,B,B,D,B,A,B,B,C,D,A,K,D,B,B,A,C,B,C,D,B,C,A,A,C,E,C,F,D,D,C,C,C,B
201801042771.0,A,A,B,C,A,B,D,C,D,B,C,B,D,A,B,B,J,B,A,B,B,A,A,B,B,A,A,C,B,C,B,A,F,C,B,C,D,C,C
201801042802.0,D,A,D,B,B,B,B,A,A,D,B,A,D,A,C,A,J,D,B,B,D,B,A,C,D,A,A,D,D,B,B,A,G,D,B,C,D,B,B
201801042885.0,E,B,B,B,A,B,B,C,D,H,C,B,D,B,D,B,A,C,C,B,B,A,C,C,C,B,A,C,B,D,E,A,B,B,E,C,D,C,C
201801043078.0,A,C,D,C,A,B,B,C,D,H,C,C,D,A,D,B,J,C,C,B,B,A,A,D,B,B,A,C,D,C,B,A,A,B,C,C,A,D,B
201801043197.0,E,C,A,B,A,C,C,A,D,H,C,C,D,A,B,B,H,C,C,C,B,A,A,D,C,A,A,D,B,A,E,A,B,B,B,C,C,D,C
201801043200.0,B,C,B,D,A,A,B,C,B,F,B,A,D,B,B,B,J,A,C,B,B,A,B,C,D,A,A,D,D,A,B,A,G,D,A,C,D,B,B
201801043219.0,A,A,B,B,C,A,C,C,C,E,B,B,D,C,B,A,J,A,B,B,A,D,B,C,D,A,A,B,B,A,E,B,D,D,A,C,D,D,A
201801043371.0,A,D,D,B,C,A,C,C,D,C,A,A,B,C,D,A,K,B,B,B,C,D,A,A,D,B,A,A,B,D,E,C,F,D,A,C,B,C,B
201801043469.0,C,C,A,B,A,B,B,C,C,B,C,B,C,A,B,B,J,C,D,B,A,A,A,D,B,B,A,D,B,B,E,A,F,B,B,C,C,C,B
201801043580.0,E,D,A,B,B,C,B,B,D,B,C,C,C,A,A,B,H,A,C,C,B,B,A,C,B,B,A,C,B,B,E,B,F,B,B,C,C,C,B
201801043713.0,E,A,A,A,A,C,B,B,D,B,C,B,C,A,D,B,H,C,C,C,A,B,A,D,C,A,A,C,B,D,E,B,F,C,B,C,C,C,C
201801043781.0,C,A,A,D,A,A,B,C,C,H,C,C,D,B,D,B,J,B,B,A,B,B,A,C,B,B,A,D,B,D,B,A,G,B,C,C,C,C,B
201801043870.0,A,C,B,D,B,C,C,C,D,G,B,A,B,A,A,B,J,D,B,C,B,B,A,C,C,A,A,C,C,B,D,A,G,A,A,C,D,D,B
201801043915.0,A,C,B,A,B,B,B,C,D,G,B,B,D,A,D,B,J,D,A,B,A,B,C,D,D,B,A,D,C,A,B,A,F,D,C,C,D,C,B
201801043917.0,A,C,A,C,A,A,C,C,C,E,A,B,D,A,C,B,J,C,B,B,B,C,B,C,D,A,A,C,B,B,B,B,B,B,C,C,D,B,B
201801044170.0,D,A,B,A,A,B,D,C,D,G,B,A,B,C,B,B,J,D,B,B,B,B,B,D,D,B,A,C,B,D,B,A,D,C,D,C,C,D,B
201801044350.0,A,D,A,C,C,B,D,C,D,B,A,A,C,B,D,C,J,A,D,B,A,C,A,D,D,A,B,B,B,C,E,B,A,B,A,C,A,C,C
201801044523.0,A,A,A,A,A,C,C,C,D,H,C,A,B,A,B,B,J,C,A,B,B,B,C,B,C,A,A,C,B,B,B,A,D,A,C,C,D,B,A
201801044861.0,D,C,B,C,A,B,C,C,D,A,C,B,D,B,A,B,J,D,A,B,B,A,B,B,D,A,A,D,C,D,E,A,F,A,C,C,A,D,B
201801044875.0,C,C,A,A,A,B,A,C,C,G,C,B,D,B,A,B,A,A,B,B,B,B,A,C,C,A,A,D,B,B,C,B,F,B,B,C,D,B,B
201801044917.0,E,A,A,D,A,B,A,C,D,D,C,C,C,A,D,B,B,B,C,B,B,A,A,D,B,B,A,C,B,D,C,B,F,B,B,C,D,C,B
201801045366.0,D,C,A,D,A,C,B,C,B,F,C,C,D,B,C,B,J,A,D,B,B,A,A,D,D,A,A,B,D,A,B,A,B,C,B,C,D,A,B
201801045388.0,D,C,A,D,B,A,B,A,D,D,C,C,B,C,C,A,J,D,C,A,C,B,C,A,B,A,B,A,C,B,E,A,B,B,A,C,D,D,A
201801045451.0,D,D,A,D,C,B,B,C,D,B,A,A,A,C,D,A,J,A,D,B,D,C,A,A,D,A,B,A,B,A,E,D,B,B,A,C,B,D,A
201801045493.0,D,A,B,A,C,A,C,C,D,A,C,A,C,C,C,A,J,B,A,B,D,C,A,B,D,B,B,A,B,A,E,A,B,A,D,C,B,B,B
201801045534.0,B,B,A,D,C,B,A,B,D,G,A,A,D,B,A,A,J,D,A,B,D,C,A,A,C,A,C,A,B,D,E,B,B,C,A,C,B,D,B
201801045550.0,C,C,D,B,B,A,C,C,D,D,C,A,D,A,C,B,L,D,B,A,C,C,A,A,C,B,A,C,B,A,E,B,A,C,A,C,C,B,B
201801045776.0,B,D,B,B,B,C,C,C,D,C,C,C,B,A,D,A,J,C,B,C,D,C,B,B,D,A,A,B,C,B,E,A,B,D,C,C,B,C,C
201801045918.0,A,C,B,D,C,B,B,A,D,A,B,A,C,B,A,B,J,B,B,B,D,C,A,B,C,A,B,A,B,A,E,B,G,A,C,C,C,A,B
201801046063.0,A,C,B,A,C,B,B,C,C,F,A,B,C,B,A,A,J,B,B,B,A,C,C,A,A,B,B,B,B,A,D,B,A,C,D,C,A,B,B
201801046087.0,A,C,A,C,D,B,C,C,C,G,C,C,C,B,B,B,H,C,C,B,B,A,A,C,B,B,B,B,D,B,B,A,B,B,E,C,A,D,B
201801046101.0,A,C,A,B,A,B,B,C,D,E,C,D,D,B,B,B,J,D,A,C,B,A,B,A,D,B,A,D,C,B,B,A,A,B,C,C,D,C,C
201801046147.0,A,D,D,C,C,B,D,B,D,F,C,A,C,B,A,A,J,B,B,B,D,C,A,B,D,A,A,A,B,B,C,B,F,B,A,C,B,B,A
201801046156.0,A,C,C,A,A,A,B,A,D,H,C,A,A,C,A,A,J,B,C,A,D,A,A,A,A,B,A,A,A,D,C,A,B,B,A,C,A,C,B
201801046194.0,C,A,A,D,B,B,C,C,C,E,C,C,D,A,C,B,J,C,B,C,B,A,A,D,B,A,A,B,C,D,B,B,G,B,A,C,B,D,B
201801046279.0,D,D,D,C,B,C,C,C,D,C,A,A,A,C,D,C,J,A,A,C,C,D,B,A,D,B,B,A,A,B,C,B,E,D,A,C,B,C,B
201801046371.0,C,A,A,A,C,B,B,C,B,G,B,A,B,A,B,A,J,A,D,B,C,C,A,C,C,B,C,A,B,A,E,B,A,C,C,C,B,D,B
201801046472.0,A,A,A,B,A,C,B,B,C,G,C,B,C,B,A,B,J,C,A,C,A,C,A,C,D,B,A,C,C,B,B,A,F,C,A,C,C,B,B
201801046534.0,C,A,B,C,B,B,C,C,D,G,C,B,C,A,A,B,H,A,B,B,D,C,B,C,C,A,B,B,B,D,E,B,D,A,C,C,B,B,C
201801046537.0,B,D,B,A,C,C,C,C,C,C,C,A,B,B,B,C,J,D,B,C,D,C,B,C,D,B,B,A,A,B,E,C,B,C,A,C,C,C,B
201801046833.0,B,B,B,A,C,C,A,A,D,C,B,A,C,B,B,A,J,A,B,C,A,D,A,B,C,A,A,A,B,D,E,B,A,D,A,C,C,D,A
201801046930.0,A,C,A,C,A,A,A,C,B,G,A,B,A,B,B,A,H,C,B,B,B,A,A,C,C,A,B,D,C,B,B,B,A,C,C,C,C,D,B
201801046937.0,A,B,D,B,A,C,D,A,D,B,B,A,D,A,B,B,J,D,B,C,B,A,B,D,C,B,A,D,C,C,B,D,D,B,C,C,C,D,A
201801046952.0,B,C,B,D,A,B,B,C,D,F,C,B,D,A,B,B,J,A,B,B,B,B,A,D,D,A,A,C,C,B,B,B,F,C,C,C,D,D,B
201801047080.0,C,B,B,B,B,B,C,C,D,C,A,A,A,D,D,A,J,A,B,B,C,B,B,B,D,A,A,A,A,B,E,C,F,D,C,C,A,C,C
201801047115.0,A,B,D,D,A,B,A,A,B,B,C,B,D,B,B,B,J,B,B,B,D,B,C,C,C,A,A,B,C,A,B,A,G,D,B,C,C,D,B
201801047132.0,B,C,B,C,B,C,B,C,D,D,C,B,C,A,A,A,J,A,B,C,A,B,A,D,C,A,A,B,C,B,B,A,B,B,A,C,C,A,C
201801047206.0,A,D,A,A,B,A,B,A,A,B,C,C,D,B,A,A,J,A,D,B,A,A,A,C,B,B,B,B,B,A,E,C,B,B,C,C,C,C,C
201801047251.0,D,C,B,A,A,B,B,B,D,H,C,B,D,A,A,B,J,D,A,B,B,B,A,D,D,A,A,C,B,D,B,A,G,D,C,C,D,D,A
201801047252.0,B,B,A,A,C,B,B,C,D,H,A,A,B,C,A,A,J,A,B,B,C,C,A,A,D,A,B,A,B,C,E,B,D,A,A,C,C,B,B
201801047453.0,A,A,B,D,B,B,B,B,C,F,B,C,C,B,A,B,J,A,C,B,A,B,A,B,C,A,A,B,C,B,E,A,D,B,C,C,C,B,B
201801047656.0,C,A,A,A,B,B,A,A,A,H,C,C,D,B,B,B,J,B,B,C,B,A,B,D,C,A,B,C,B,D,E,A,F,B,B,C,D,D,B
201801047657.0,E,C,B,C,D,C,A,C,C,D,C,C,B,A,C,A,H,C,C,C,D,A,C,B,B,A,A,C,C,B,E,B,B,C,E,C,C,B,B
201801048045.0,A,A,A,D,C,B,C,A,D,B,C,A,B,C,B,C,J,B,B,B,D,C,A,B,D,B,B,A,B,A,E,C,G,A,A,C,B,C,A
201801048123.0,B,A,B,A,A,B,C,C,B,H,C,A,D,B,B,B,J,B,A,B,A,B,A,C,C,A,A,C,B,A,B,A,G,D,A,C,C,C,C
201801048193.0,A,B,B,B,C,B,C,C,D,G,C,A,A,B,A,A,J,D,B,C,D,C,A,A,C,A,A,A,C,B,E,A,D,C,C,C,D,B,A
201801048487.0,C,C,B,A,C,B,C,C,C,E,B,B,C,A,B,B,J,B,D,B,A,C,A,C,C,A,A,D,B,B,B,A,D,C,A,C,D,B,B
201801048506.0,C,B,A,D,A,B,A,C,C,B,B,B,C,C,C,B,J,A,B,C,B,B,A,C,C,B,B,C,B,B,B,A,G,B,C,C,C,D,B
201801048507.0,E,C,A,C,A,A,B,C,D,E,B,A,D,A,A,B,J,D,A,A,B,A,A,D,D,A,A,D,C,A,B,A,E,D,C,C,D,D,A
201801048596.0,B,A,B,C,C,B,D,C,D,G,A,A,D,B,B,B,K,D,B,B,D,C,B,A,C,A,B,B,C,C,E,C,F,A,A,C,B,C,A
201801048612.0,B,C,B,C,C,B,D,B,D,E,C,A,B,B,D,C,J,C,A,B,C,C,A,C,D,B,A,A,B,A,E,B,D,D,A,C,C,C,B
201801048646.0,A,A,B,C,A,B,C,C,A,E,C,B,C,B,A,B,J,B,A,B,B,A,A,A,C,B,A,B,A,A,B,A,D,C,B,C,D,B,B
201801048656.0,A,A,A,C,B,B,D,C,C,H,A,B,A,A,B,B,J,A,B,B,B,B,A,A,C,B,A,C,C,C,B,A,D,C,C,C,C,D,A
201801048664.0,C,B,D,C,A,C,A,A,C,D,A,C,A,A,C,B,J,C,C,C,B,C,C,B,B,A,A,A,A,B,B,A,G,C,B,C,A,B,C
201801048792.0,D,B,D,A,C,A,D,B,D,I,B,A,D,A,B,B,J,D,B,C,B,D,B,A,D,B,A,C,A,B,B,A,E,D,C,C,D,B,C
201801048862.0,A,C,D,A,C,B,C,C,D,E,B,A,A,A,B,A,K,C,D,B,A,B,A,B,B,B,A,B,C,A,E,D,D,A,C,C,D,C,B
201801048872.0,E,A,B,C,B,C,A,A,C,B,C,C,C,A,A,A,H,C,C,C,D,B,C,C,D,A,B,C,C,D,C,B,D,B,C,C,D,B,C
201801048902.0,E,C,A,C,A,B,C,A,C,D,C,C,D,B,A,B,J,C,B,A,B,A,A,C,A,A,A,D,C,B,B,A,B,B,C,C,C,B,A
201801048936.0,E,C,A,D,B,B,B,B,C,F,C,D,D,A,A,B,J,C,C,B,A,A,A,C,C,B,A,C,C,D,E,A,A,C,C,C,D,D,B
201801048954.0,B,A,B,D,A,B,C,C,D,A,C,B,A,C,A,B,J,D,B,B,B,A,A,B,D,A,A,D,C,A,B,B,D,A,C,C,D,A,C
201801049059.0,D,D,D,A,C,B,D,C,A,G,A,A,C,C,D,C,A,A,D,B,C,C,A,C,D,B,A,A,B,A,E,C,G,A,A,C,B,C,A
201801049162.0,D,A,B,A,B,A,B,C,D,E,B,B,D,B,A,C,J,B,A,A,D,C,C,C,C,A,A,B,B,A,C,A,F,A,C,C,D,B,B
201801049370.0,A,C,A,D,A,B,B,C,B,D,B,B,B,B,C,B,J,C,A,C,B,A,A,A,A,A,A,C,C,B,B,A,G,B,C,C,B,B,B
201801049419.0,D,D,B,A,C,C,B,C,D,G,C,B,C,B,C,A,J,D,B,C,D,C,A,C,C,A,B,B,B,B,E,C,B,A,C,C,B,A,B
201801049501.0,A,B,A,C,C,C,A,C,B,H,B,A,D,A,A,A,J,D,B,C,A,D,A,C,B,A,A,A,D,C,E,C,G,C,C,C,C,D,C
201801049572.0,E,C,A,C,A,B,B,C,D,F,B,B,C,A,B,B,K,C,C,C,B,A,A,A,D,B,A,D,C,B,E,A,G,A,E,C,D,B,B
201801049658.0,C,A,B,B,A,B,B,B,D,B,A,B,C,B,D,B,K,B,C,B,B,B,A,C,B,A,A,C,B,D,B,A,B,C,C,C,B,C,B
201801050090.0,C,A,A,B,B,B,C,C,D,C,C,B,C,A,B,B,J,C,D,B,A,A,A,C,A,A,A,C,C,D,D,B,F,D,C,C,B,D,A
201801050166.0,D,C,C,A,A,B,C,C,D,I,A,C,D,B,C,A,J,B,A,B,B,D,C,D,D,A,A,D,B,A,B,B,E,B,E,C,D,B,C
201801050303.0,A,D,A,A,C,B,B,B,D,B,A,B,B,B,B,A,J,B,D,C,D,C,A,C,D,A,B,B,B,C,E,B,F,C,C,C,B,D,C
201801050424.0,A,D,D,A,B,B,B,C,D,B,C,B,B,C,A,C,B,C,C,B,C,B,A,B,D,B,B,A,B,B,D,B,F,B,E,C,A,C,C
201801050673.0,D,D,D,C,B,A,C,C,D,D,C,A,D,D,C,C,J,A,A,B,C,C,A,D,D,A,D,A,B,B,D,A,B,D,D,C,A,A,A
201801050721.0,D,D,B,C,C,B,C,C,D,G,C,B,A,D,C,A,J,D,A,B,D,B,A,A,D,B,C,A,C,B,E,B,B,D,A,C,C,A,C
201801050786.0,B,D,A,B,C,C,C,C,D,C,A,A,B,B,D,A,K,A,A,C,D,C,B,A,D,A,B,A,A,A,E,B,B,D,D,C,B,C,A
201801050799.0,E,A,A,D,A,B,D,C,D,G,C,C,A,A,D,B,B,C,C,B,A,A,A,D,D,B,A,D,B,C,E,B,B,B,B,C,C,C,A
201801050928.0,A,A,B,C,C,A,B,B,C,H,B,B,C,B,C,A,J,C,B,A,A,B,A,D,D,B,A,C,B,B,E,B,G,D,A,C,C,B,C
201801051220.0,C,C,A,D,B,A,A,C,D,I,B,A,B,A,C,B,G,A,B,A,A,C,A,C,D,A,A,C,B,B,A,B,F,B,C,C,D,B,C
201801051240.0,C,B,B,A,C,C,A,C,D,D,A,A,C,A,A,C,H,B,C,B,D,D,A,B,D,A,C,B,A,A,E,B,F,C,C,C,C,D,A
201801051365.0,B,C,D,A,A,C,C,B,D,I,A,B,D,B,D,B,J,A,A,C,D,C,A,D,D,A,A,C,A,A,B,B,D,D,C,C,D,D,C
201801051392.0,D,C,B,C,D,B,A,A,D,E,C,B,A,B,B,A,B,C,D,B,D,C,A,B,C,A,A,A,B,D,E,A,E,A,C,C,B,D,C
201801051515.0,A,C,A,C,A,C,B,C,C,D,C,B,D,A,C,B,J,A,B,C,B,A,A,C,C,A,A,B,C,D,B,A,G,C,C,C,D,B,B
201801051528.0,C,B,A,C,A,B,A,A,C,I,A,B,A,D,A,A,H,B,B,A,D,B,A,C,B,A,B,B,B,A,A,C,D,C,C,C,B,B,C
201801051537.0,A,A,B,D,A,B,C,B,D,I,B,B,D,A,A,B,J,B,D,B,A,B,A,B,B,A,A,C,C,D,B,A,D,D,A,C,D,D,C
201801051852.0,A,C,A,C,D,C,B,B,D,D,B,D,C,A,B,B,J,D,C,B,B,B,A,D,D,B,A,A,A,C,D,D,B,B,B,C,B,B,A
201801051886.0,C,A,A,C,A,B,B,C,B,G,C,B,D,A,B,A,J,A,C,C,A,C,A,C,C,A,A,C,B,D,B,A,B,B,C,C,C,D,B
201801052015.0,D,B,B,B,A,B,D,C,D,H,C,A,D,A,B,B,J,D,B,B,B,B,B,D,D,A,A,D,C,B,B,A,F,D,E,C,D,D,C
201801052466.0,D,D,D,D,C,B,C,B,D,A,A,A,A,D,B,C,J,D,A,B,C,D,B,B,D,A,A,A,B,C,E,B,G,A,D,C,C,B,B
201801052505.0,B,C,C,A,A,B,B,B,B,C,C,C,B,A,D,B,J,B,B,B,B,B,A,C,B,A,A,C,D,D,B,A,F,B,C,C,D,C,B
201801052674.0,E,A,A,A,B,A,A,C,C,I,C,B,C,B,C,B,H,B,B,A,B,A,B,D,D,A,A,C,C,D,B,A,E,D,C,A,D,A,B
201801052774.0,A,A,A,C,B,A,D,C,C,E,C,B,D,B,D,B,J,C,B,B,A,B,A,C,C,A,A,C,B,C,E,B,B,C,C,A,C,C,C
201801052791.0,A,B,B,A,C,C,C,C,D,B,A,A,B,C,D,C,H,B,D,B,D,B,A,B,C,A,A,A,A,D,E,B,D,D,C,A,B,C,B
201801052867.0,C,A,A,B,B,C,D,C,D,B,C,B,B,A,A,B,J,C,B,C,B,B,A,C,C,A,A,C,B,A,E,B,G,C,C,A,C,C,A
201801052874.0,D,D,D,C,C,A,C,B,D,D,A,A,B,C,C,C,J,D,A,A,D,C,A,D,D,B,C,A,A,C,E,C,G,A,D,A,B,A,B
201801052965.0,A,C,B,B,A,C,C,C,D,I,B,A,C,A,B,B,J,A,A,B,B,A,C,A,D,A,A,D,B,B,B,A,D,C,A,A,D,D,B
201801052974.0,C,C,A,C,A,B,A,C,C,F,B,B,D,B,A,C,H,C,A,B,B,B,C,C,C,A,A,B,C,A,B,B,D,C,B,A,D,D,B
201801053033.0,A,B,B,D,A,B,B,A,D,E,C,B,C,B,A,A,A,B,D,B,A,B,A,B,C,A,B,C,B,A,E,B,A,D,B,A,B,C,B
201801053062.0,D,B,D,C,D,C,C,A,D,F,A,B,A,D,B,B,J,D,A,C,D,A,B,A,A,B,A,A,B,C,E,B,A,B,D,A,A,C,B
201801053306.0,A,A,D,D,C,B,C,B,D,H,C,A,A,B,D,A,K,C,B,B,D,C,B,A,D,A,B,A,A,C,E,B,D,A,C,A,B,C,A
201801053586.0,D,A,B,A,B,B,D,C,D,F,A,A,D,C,B,C,J,B,A,B,C,C,B,B,D,B,B,B,C,B,E,A,D,D,A,A,A,D,C
201801053644.0,E,C,A,D,D,B,B,A,B,D,C,C,D,B,C,B,H,A,B,B,B,A,A,C,C,A,A,B,D,B,B,A,D,C,E,A,C,A,B
201801053650.0,E,C,A,D,A,C,A,A,C,E,C,C,D,A,B,B,B,A,C,C,B,B,C,D,B,A,A,C,B,D,E,A,B,B,B,A,D,D,B
